ID de Filme,T+AO0-tulo,Ano de Lan+AOc-amento,G+AOo-nero 1,G+AOo-nero 2,Classifica+AOcA4w-o,Dura+AOcA4w-o,Diretor,Diretor Ganhou Oscar ?,Pa+AO0-s de Origem,Or+AOc-amento (+ACQ-),Ator Principal,Ator Principal Ganhou Oscar,Avalia+AOcA4w-o IMDB,Filme Ganhou Oscar
1488,Devil's Own,1997,Drama,War,Rated R for strong brutal violenceand for language,111,Alan J. Pakula,Nao,USA,86000000,Harrison Ford,Nao,6.1,Nao
1498,Inventing the Abbotts,1997,Drama,Romance,14,110,Pat O'Connor,Nao,USA,?,Liv Tyler,Nao,6.4,Nao
1500,Grosse Pointe Blank,1997,Comedy,Crime,Rated R for strong violencelanguage and some drug content,107,George Armitage,Nao,USA,15000000,John Cusack,Nao,7.4,Nao
1509,All Over Me,1997,Drama,?,Rated R for sexuality and drug use involving teen girlsand for strong language,86,Alex Sichel,Nao,USA,?,Alison Folland,Nao,6.6,Nao
1513,Romy and Michele's High School Reunion,1997,Comedy,?,Rated R for language,92,David Mirkin,Nao,USA,?,Mira Sorvino,Sim,6.2,Nao
1517,Austin Powers: International Man of Mystery,1997,Comedy,?,12,94,Jay Roach,Nao,USA,17000000,Mike Myers,Nao,7.0,Nao
1527,Fifth Element,1997,Sci+AC0-Fi,Action,Livre,126,Luc Besson,Nao,France,93000000,Bruce Willis,Nao,7.7,Nao
1529,Nowhere,1997,Drama,?,Rated R for scenes of strong violencesexuality and drug use involving teensand for strong language,82,Gregg Araki,Nao,USA,?,James Duval,Nao,6.4,Nao
1535,Love+ACE- Valour+ACE- Compassion+ACE-,1997,Drama,Romance,Rated R for graphic nuditysome sexuality and strong language,108,Joe Mantello,Nao,USA,?,Jason Alexander,Nao,6.8,Nao
1537,Shall We Dance,1996,Comedy,?,Rated PG+AC0-13 for some sexual references and brief language,106,Peter Chelsom,Nao,USA,50000000,Richard Gere,Nao,6.1,Nao
1541,Addicted to Love,1997,Comedy,Romance,Rated R for sexual content,100,Griffin Dunne,Nao,USA,?,Meg Ryan,Nao,6.1,Nao
1542,Brassed Off,1996,Drama,Romance,Rated R for language,103,Mark Herman,Nao,UK,?,Pete Postlethwaite,Nao,7.1,Nao
1544,Lost World: Jurassic Park,1997,Sci+AC0-Fi,Action,Livre,129,Steven Spielberg,Sim,USA,73000000,Jeff Goldblum,Nao,6.5,Nao
1545,Ponette,1996,Drama,?,?,97,Jacques Doillon,Nao,France,?,Victoire Thivisol,Nao,7.6,Nao
1546,Schizopolis,1996,Comedy,?,?,96,Steven Soderbergh,Sim,USA,250000,Steven Soderbergh,Nao,7.1,Nao
1552,Con Air,1997,Action,Adventure,16,115,Simon West,Nao,USA,75000000,Nicolas Cage,Sim,6.8,Nao
1554,Pillow Book,1996,Drama,Romance,?,126,Peter Greenaway,Nao,Netherlands,?,Vivian Wu,Nao,6.7,Nao
1562,Batman +ACY- Robin,1997,Action,Crime,Livre,125,Joel Schumacher,Nao,USA,125000000,Arnold Schwarzenegger,Nao,3.7,Nao
1563,Dream With the Fishes,1997,Drama,?,Rated R for pervasive strong languagesome drug content and sexuality,97,Finn Taylor,Nao,USA,1000000,David Arquette,Nao,7.0,Nao
1566,Hercules,1997,Animation,Family,Livre,93,Ron Clements,Nao,USA,85000000,Tate Donovan,Nao,7.2,Nao
1569,My Best Friend's Wedding,1997,Comedy,Romance,Rated PG+AC0-13 on appeal for one use of strong language and brief sex+AC0-related humor,105,P.J. Hogan,Nao,USA,46000000,Julia Roberts,Sim,6.3,Nao
1573,Face/Off,1997,Sci+AC0-Fi,Action,14,138,John Woo,Nao,USA,80000000,John Travolta,Nao,7.3,Nao
1580,Men in Black,1997,Sci+AC0-Fi,Action,Livre,98,Barry Sonnenfeld,Nao,USA,90000000,Tommy Lee Jones,Sim,7.3,Sim
1584,Contact,1997,Drama,Sci+AC0-Fi,Livre,150,Robert Zemeckis,Sim,USA,90000000,Jodie Foster,Sim,7.4,Nao
1586,G.I. Jane,1997,Drama,War,14,125,Ridley Scott,Nao,USA,50000000,Demi Moore,Nao,5.9,Nao
1587,Conan the Barbarian,1982,Action,Adventure,14,129,John Milius,Nao,USA,20000000,Arnold Schwarzenegger,Nao,6.9,Nao
1589,Cop Land,1997,Drama,Crime,14,105,James Mangold,Nao,USA,10000000,Sylvester Stallone,Nao,6.9,Nao
1590,Event Horizon,1997,Sci+AC0-Fi,Action,16,96,Paul W.S. Anderson (as Paul Anderson),Nao,UK,60000000,Laurence Fishburne,Nao,6.7,Nao
1594,In the Company of Men,1997,Drama,?,14,97,Neil LaBute (as Neil Labute),Nao,Canada,25000,Aaron Eckhart,Nao,7.3,Nao
1597,Conspiracy Theory,1997,Action,Thriller,14,135,Richard Donner,Nao,USA,75000000,Mel Gibson,Nao,6.7,Nao
1601,Hoodlum,1997,Drama,Crime,Rated R for graphic ganster violencestrong languagea scene of sexuality and some nudity,130,Bill Duke,Nao,USA,30000000,Laurence Fishburne,Nao,6.2,Nao
1603,Mimic,1997,Sci+AC0-Fi,Thriller,14,105,Guillermo del Toro,Nao,USA,30000000,Mira Sorvino,Sim,5.9,Nao
1606,Kull the Conqueror,1997,Action,Adventure,Livre,95,John Nicolella,Nao,USA,?,Kevin Sorbo,Nao,4.8,Nao
1608,Air Force One,1997,Action,Thriller,14,124,Wolfgang Petersen,Nao,USA,85000000,Harrison Ford,Nao,6.4,Nao
1610,Hunt for Red October,1990,Action,Thriller,12,135,John McTiernan,Nao,USA,30000000,Sean Connery,Sim,7.6,Sim
1614,In +ACY- Out,1997,Comedy,?,14,90,Frank Oz,Nao,USA,35000000,Kevin Kline,Sim,6.3,Nao
1615,Edge,1997,Thriller,Adventure,Rated R for language and some adventure gore/violence,117,Lee Tamahori,Nao,USA,?,Anthony Hopkins,Sim,6.9,Nao
1617,L.A. Confidential,1997,Thriller,Mystery,18,138,Curtis Hanson,Nao,USA,35000000,Kevin Spacey,Sim,8.3,Sim
1619,Seven Years in Tibet,1997,Drama,War,Livre,136,Jean+AC0-Jacques Annaud,Nao,USA,70000000,Brad Pitt,Nao,7.0,Nao
1620,Kiss the Girls,1997,Drama,Thriller,14,115,Gary Fleder,Nao,USA,27000000,Morgan Freeman,Sim,6.6,Nao
1621,Soul Food,1997,Drama,?,Rated R for some strong sexuality and language,115,George Tillman Jr.,Nao,USA,7500000,Vanessa Williams,Nao,6.9,Nao
1624,Thousand Acres,1997,Drama,?,Rated R for some strong sexual language,105,Jocelyn Moorhouse,Nao,USA,?,Michelle Pfeiffer,Nao,6.0,Nao
1625,Game,1997,Thriller,Mystery,14,129,David Fincher,Nao,USA,50000000,Michael Douglas,Sim,7.8,Nao
1629,MatchMaker,1997,Comedy,Romance,Rated R for language,97,Mark Joffe,Nao,Ireland,?,Janeane Garofalo,Nao,6.5,Nao
1633,Ulee's Gold,1997,Drama,?,Rated R for language,113,Victor Nunez,Nao,USA,2700000,Peter Fonda,Nao,7.1,Nao
1635,Ice Storm,1997,Drama,?,Rated R for sexuality and drug useincluding scenes involving childrenand for language,112,Ang Lee,Sim,France,18000000,Kevin Kline,Sim,7.5,Nao
1639,Chasing Amy,1997,Drama,Romance,18,113,Kevin Smith,Nao,USA,250000,Ben Affleck,Nao,7.3,Nao
1641,Full Monty,1997,Comedy,?,12,91,Peter Cattaneo,Nao,UK,3500000,Robert Carlyle,Nao,7.2,Sim
1643,Mrs. Brown,1997,Drama,Romance,12,101,John Madden,Nao,UK,?,Judi Dench,Sim,7.3,Nao
1644,I Know What You Did Last Summer,1997,Horror,Thriller,Rated R for strong horror violence and language,101,Jim Gillespie,Nao,USA,17000000,Jennifer Love Hewitt,Nao,5.6,Nao
1645,Devil's Advocate,1997,Horror,Thriller,18,144,Taylor Hackford,Nao,USA,57000000,Keanu Reeves,Nao,7.5,Nao
1649,Fast,1997,Documentary,?,Rated PG for mild thematic elements,80,Errol Morris,Nao,USA,?,Dave Hoover,Nao,7.3,Nao
1650,Washington Square,1997,Drama,?,Rated PG for thematic elements including some sensuality a childbirth scene and brief mild language,115,Agnieszka Holland,Nao,USA,?,Jennifer Jason Leigh,Nao,6.7,Nao
1653,Gattaca,1997,Drama,Sci+AC0-Fi,14,106,Andrew Niccol,Nao,USA,36000000,Ethan Hawke,Nao,7.8,Nao
1655,Phantoms,1998,Horror,?,Rated R for sci+AC0-fi violence/gore and language,96,Joe Chappelle,Nao,USA,?,Peter O'Toole,Nao,5.4,Nao
1663,Stripes,1981,Comedy,?,Rated R for sexuality/nuditylanguage and some drug use,106,Ivan Reitman,Nao,USA,10000000,Bill Murray,Nao,6.9,Nao
1665,Bean,1997,Comedy,?,Rated PG+AC0-13 for moments of risque humor,89,Mel Smith,Nao,UK,22000000,Rowan Atkinson,Nao,6.4,Nao
1673,Boogie Nights,1997,Drama,?,18,155,Paul Thomas Anderson,Nao,USA,15000000,Mark Wahlberg,Nao,7.9,Nao
1674,Witness,1985,Drama,Romance,?,112,Peter Weir,Nao,USA,12000000,Harrison Ford,Nao,7.4,Sim
1676,Starship Troopers,1997,Sci+AC0-Fi,Action,16,129,Paul Verhoeven,Nao,USA,105000000,Casper Van Dien,Nao,7.2,Nao
1678,Joy Luck Club,1993,Drama,?,Rated R for strong depiction of thematic material,139,Wayne Wang,Nao,USA,11000000,Tamlyn Tomita,Nao,7.6,Nao
1680,Sliding Doors,1998,Drama,Romance,?,99,Peter Howitt,Nao,UK,9000000,Gwyneth Paltrow,Sim,6.8,Nao
1682,Truman Show,1998,Drama,?,12,103,Peter Weir,Nao,USA,60000000,Jim Carrey,Nao,8.1,Nao
1683,Wings of the Dove,1997,Drama,Romance,Rated R for sexuality,102,Iain Softley,Nao,USA,?,Helena Bonham Carter,Nao,7.2,Nao
1684,Mrs. Dalloway,1997,Romance,?,Livre,97,Marleen Gorris,Nao,UK,?,Vanessa Redgrave,Sim,6.9,Nao
1687,Jackal,1997,Action,Thriller,14,124,Michael Caton+AC0-Jones,Nao,USA,60000000,Bruce Willis,Nao,6.3,Nao
1688,Anastasia,1997,Animation,Family,Livre,94,Don Bluth,Nao,USA,50000000,Meg Ryan,Nao,7.1,Nao
1689,Man Who Knew Too Little,1997,Comedy,Mystery,Rated PG for language innuendo comic violence and sensuality,94,Jon Amiel,Nao,USA,20000000,Bill Murray,Nao,6.6,Nao
1694,Apostle,1997,Drama,?,Rated PG+AC0-13 for thematic elements and a related scene of violence,134,Robert Duvall,Nao,USA,5000000,Robert Duvall,Sim,7.2,Nao
1701,Deconstructing Harry,1997,Drama,Comedy,14,96,Woody Allen,Sim,USA,20000000,Woody Allen,Nao,7.4,Nao
1704,Good Will Hunting,1997,Drama,?,14,126,Gus Van Sant,Nao,USA,10000000,Robin Williams,Sim,8.3,Sim
1711,Midnight in the Garden of Good and Evil,1997,Drama,Comedy,Rated R for language and brief violence,155,Clint Eastwood,Sim,USA,35000000,John Cusack,Nao,6.6,Nao
1715,Office Killer,1997,Thriller,?,Rated R for strong violence and goreand for language,82,Cindy Sherman,Nao,USA,?,Carol Kane,Nao,4.9,Nao
1717,Scream 2,1997,Horror,Thriller,14,120,Wes Craven,Nao,USA,24000000,Neve Campbell,Nao,6.1,Nao
1719,Sweet Hereafter,1997,Drama,?,KNT/ENA,112,Atom Egoyan,Nao,Canada,?,Ian Holm,Nao,7.7,Nao
1721,Titanic,1997,Drama,Romance,Rated PG+AC0-13 for disaster related peril and violencenuditysensuality and brief language,194,James Cameron,Sim,USA,200000000,Leonardo DiCaprio,Sim,7.7,Sim
1722,Tomorrow Never Dies,1997,Action,Romance,14,119,Roger Spottiswoode,Nao,UK,110000000,Pierce Brosnan,Nao,6.5,Nao
1727,Horse Whisperer,1998,Drama,?,Rated PG+AC0-13 for a disturbing accident scene,170,Robert Redford,Sim,USA,60000000,Robert Redford,Nao,6.6,Nao
1729,Jackie Brown,1997,Drama,Crime,14,154,Quentin Tarantino,Nao,USA,12000000,Pam Grier,Nao,7.5,Nao
1730,Kundun,1997,Drama,?,12,134,Martin Scorsese,Sim,USA,28000000,Tenzin Thuthob Tsarong,Nao,7.0,Nao
1732,Big Lebowski,1998,Comedy,Thriller,14,117,Joel Coen,Sim,USA,15000000,Jeff Bridges,Sim,8.2,Nao
1733,Afterglow,1997,Drama,Romance,Rated R for sexuality and some language,119,Alan Rudolph,Nao,USA,?,Nick Nolte,Nao,6.1,Nao
1734,My Life in Pink,1997,Drama,Comedy,14,88,Alain Berliner,Nao,Belgium,?,Georges Du Fresne,Nao,7.6,Nao
1735,Great Expectations,1998,Drama,Romance,14,111,Alfonso Cuaron,Sim,USA,25000000,Ethan Hawke,Nao,6.8,Nao
1747,Wag the Dog,1997,Drama,Comedy,14,97,Barry Levinson,Sim,USA,15000000,Dustin Hoffman,Sim,7.1,Nao
1748,Dark City,1998,Sci+AC0-Fi,Thriller,14,100,Alex Proyas,Nao,Australia,27000000,Rufus Sewell,Nao,7.7,Nao
1753,Half Baked,1998,Comedy,?,Rated R for pervasive drug content language nudity and sexual material,82,Tamra Davis,Nao,USA,8000000,Dave Chappelle,Nao,6.7,Nao
1754,Fallen,1998,Action,Thriller,Rated R for violence and language,124,Gregory Hoblit,Nao,USA,?,Denzel Washington,Sim,7.0,Nao
1756,Prophecy II,1998,Horror,Thriller,Rated R for strong violence and gore and a strong sex scene,87,Greg Spence,Nao,USA,?,Christopher Walken,Sim,5.8,Nao
1759,Four Days in September,1997,Drama,?,14,110,Bruno Barreto,Nao,Brazil,?,Alan Arkin,Sim,7.4,Nao
1760,Spice World,1997,Comedy,Musical,Livre,93,Bob Spiers,Nao,UK,25000000,Melanie Brown,Nao,3.4,Nao
1772,Blues Brothers 2000,1998,Comedy,Action,Livre,123,John Landis,Nao,USA,28000000,Dan Aykroyd,Nao,4.8,Nao
1777,Wedding Singer,1998,Comedy,Romance,Livre,95,Frank Coraci,Nao,USA,18000000,Adam Sandler,Nao,6.8,Nao
1779,Sphere,1998,Sci+AC0-Fi,Thriller,KNT/ENA,134,Barry Levinson,Sim,USA,80000000,Dustin Hoffman,Sim,6.0,Nao
1783,Palmetto,1998,Thriller,Mystery,Rated R for sexualitylanguage and some violence,114,Volker Schlondorff,Nao,Germany,?,Woody Harrelson,Nao,6.0,Nao
1784,As Good As It Gets,1997,Drama,Comedy,Livre,139,James L. Brooks,Sim,USA,50000000,Jack Nicholson,Sim,7.7,Sim
1788,Men With Guns,1997,Drama,Action,Rated R for language and some violent images,127,John Sayles,Nao,USA,2500000,Federico Luppi,Nao,7.6,Nao
1792,U.S. Marshalls,1998,Action,Thriller,14,131,Stuart Baird,Nao,USA,60000000,Tommy Lee Jones,Sim,6.5,Nao
1794,Love and Death on Long Island,1997,Drama,Comedy,Rated PG+AC0-13 for brief strong languagethematic elements and some sexual content,93,Richard Kwietniowski,Nao,UK,?,John Hurt,Nao,7.1,Nao
1799,Suicide Kings,1997,Drama,Crime,Rated R for strong violence and language and for some nudity and drug use,106,Peter O'Fallon,Nao,USA,5000000,Christopher Walken,Sim,7.0,Nao
1801,Man in the Iron Mask,1998,Drama,Romance,14,132,Randall Wallace,Nao,USA,35000000,Leonardo DiCaprio,Sim,6.5,Nao
1806,Paulie,1998,Family,Adventure,Livre,91,John Roberts,Nao,USA,23000000,Gena Rowlands,Nao,6.5,Nao
1835,City of Angels,1998,Romance,?,12,114,Brad Silberling,Nao,Germany,55000000,Nicolas Cage,Sim,6.7,Nao
1858,Mr. Nice Guy,1997,Comedy,Action,Rated PG+AC0-13 for pervasive action violencesome sensuality and drug content,97,Sammo Kam+AC0-Bo Hung (as Samo Hung),Nao,Hong Kong,?,Jackie Chan,Nao,6.2,Nao
1859,Taste of Cherry,1997,Drama,?,12,95,Abbas Kiarostami,Nao,Iran,?,Homayoun Ershadi,Nao,7.7,Nao
1873,Miserables,1998,Drama,?,Rated PG+AC0-13 for violenceand for some sexual content,134,Bille August,Nao,UK,?,Liam Neeson,Nao,7.5,Nao
1876,Deep Impact,1998,Drama,Sci+AC0-Fi,Rated PG+AC0-13 for intense disaster related elements and brief language,120,Mimi Leder,Nao,USA,75000000,Robert Duvall,Sim,6.1,Nao
1882,Godzilla,1998,Sci+AC0-Fi,Action,Livre,139,Roland Emmerich,Nao,USA,130000000,Matthew Broderick,Nao,5.3,Nao
1883,Bulworth,1998,Comedy,?,16,108,Warren Beatty,Sim,USA,30000000,Warren Beatty,Nao,6.8,Nao
1884,Fear and Loathing in Las Vegas,1998,Drama,Comedy,18,118,Terry Gilliam,Nao,USA,18500000,Johnny Depp,Nao,7.7,Nao
1885,Opposite of Sex,1998,Drama,Comedy,18,105,Don Roos,Nao,USA,5000000,Christina Ricci,Nao,6.5,Nao
1887,Almost Heroes,1998,Comedy,Adventure,Rated PG+AC0-13 for crude humor and nudity,90,Christopher Guest,Nao,USA,?,Chris Farley,Nao,5.8,Nao
1888,Hope Floats,1998,Drama,Romance,Rated PG+AC0-13 for thematic elements,114,Forest Whitaker,Nao,USA,30000000,Sandra Bullock,Sim,5.9,Nao
1894,Six Days Seven Nights,1998,Comedy,Romance,Rated PG+AC0-13 for languagesensuality and brief violence,98,Ivan Reitman,Nao,USA,70000000,Harrison Ford,Nao,5.8,Nao
1895,Can't Hardly Wait,1998,Drama,Romance,Rated PG+AC0-13 for teen drinking and sexualityand for language,100,Harry Elfont,Nao,USA,10000000,Jennifer Love Hewitt,Nao,6.5,Nao
1897,High Art,1998,Drama,Romance,Rated R for strong sexualitypervasive drug use and language,101,Lisa Cholodenko,Nao,USA,?,Radha Mitchell,Nao,6.7,Nao
1907,Mulan,1998,Animation,Family,Livre,88,Tony Bancroft,Nao,USA,90000000,Ming+AC0-Na Wen,Nao,7.5,Nao
1909,X+AC0-Files: Fight the Future,1998,Sci+AC0-Fi,Thriller,?,27,?,Nao,USA,?,Mitch Pileggi,Nao,7.1,Nao
1911,Doctor Dolittle,1998,Comedy,?,Livre,85,Betty Thomas,Nao,USA,71500000,Eddie Murphy,Nao,5.3,Nao
1912,Out of Sight,1998,Action,Crime,Rated R for language and some strong violence,123,Steven Soderbergh,Sim,USA,48000000,George Clooney,Sim,7.0,Nao
1914,Smoke Signals,1998,Drama,Comedy,Rated PG+AC0-13 for some intense images,89,Chris Eyre,Nao,Canada,2000000,Adam Beach,Nao,7.2,Nao
1916,Buffalo 66,1998,Drama,Action,Rated R for languagestrong violent images and scenes involving nudity,110,Vincent Gallo,Nao,USA,1500000,Vincent Gallo,Nao,7.5,Nao
1917,Armageddon,1998,Sci+AC0-Fi,Action,12,151,Michael Bay,Nao,USA,140000000,Bruce Willis,Nao,6.6,Nao
1918,Lethal Weapon 4,1998,Drama,Action,Rated R for violence and language,127,Richard Donner,Nao,USA,140000000,Mel Gibson,Nao,6.6,Nao
1920,Small Soldiers,1998,Animation,Family,Rated PG+AC0-13 for some menacing action/violence and brief drug references,108,Joe Dante,Nao,USA,40000000,Kirsten Dunst,Nao,6.1,Nao
1921,Pi,1998,Sci+AC0-Fi,Thriller,14,84,Darren Aronofsky,Nao,USA,60000,Sean Gullette,Nao,7.5,Nao
1923,There's Something About Mary,1998,Comedy,?,14,119,Bobby Farrelly,Nao,USA,23000000,Ben Stiller,Nao,7.1,Nao
1931,Mutiny on the Bounty,1935,Adventure,?,?,132,Frank Lloyd,Sim,USA,1950000,Charles Laughton,Sim,7.8,Sim
1934,You Can't Take It With You,1938,Comedy,?,?,126,Frank Capra,Sim,USA,1644736,Jean Arthur,Nao,8.0,Sim
1937,Going My Way,1944,Comedy,?,?,126,Leo McCarey,Sim,USA,?,Bing Crosby,Sim,7.2,Sim
1944,From Here to Eternity,1953,Drama,Romance,14,118,Fred Zinnemann,Sim,USA,1650000,Burt Lancaster,Sim,7.7,Sim
1945,On the Waterfront,1954,Drama,Crime,14,108,Elia Kazan,Sim,USA,910000,Marlon Brando,Sim,8.2,Sim
1946,Marty,1955,Drama,Romance,Livre,90,Delbert Mann,Sim,USA,343000,Ernest Borgnine,Sim,7.7,Sim
1947,West Side Story,1961,Musical,Romance,Livre,152,Jerome Robbins,Nao,USA,6000000,Natalie Wood,Nao,7.6,Sim
1950,In the Heat of the Night,1967,Drama,Mystery,12,109,Norman Jewison,Nao,USA,2000000,Sidney Poitier,Sim,8.0,Sim
1952,Midnight Cowboy,1969,Drama,?,16,113,John Schlesinger,Sim,USA,3600000,Dustin Hoffman,Sim,7.9,Sim
1953,French Connection,1971,Drama,Action,14,104,William Friedkin,Sim,USA,1800000,Gene Hackman,Sim,7.8,Sim
1954,Rocky,1976,Drama,Action,12,120,John G. Avildsen,Sim,USA,960000,Sylvester Stallone,Nao,8.1,Sim
1955,Kramer Vs. Kramer,1979,Drama,?,PG,105,Robert Benton,Sim,USA,8000000,Dustin Hoffman,Sim,7.8,Sim
1956,Ordinary People,1980,Drama,?,12,124,Robert Redford,Sim,USA,6000000,Donald Sutherland,Nao,7.8,Sim
1957,Chariots of Fire,1981,Drama,?,Livre,125,Hugh Hudson,Nao,UK,5500000,Ben Cross,Nao,7.2,Sim
1958,Terms of Endearment,1983,Drama,Comedy,14,132,James L. Brooks,Sim,USA,8000000,Shirley MacLaine,Sim,7.4,Sim
1959,Out of Africa,1985,Drama,Romance,16,161,Sydney Pollack,Sim,USA,31000000,Meryl Streep,Sim,7.2,Sim
1960,Last Emperor,1987,Drama,War,Livre,163,Bernardo Bertolucci,Sim,UK,23000000,John Lone,Nao,7.8,Sim
1961,Rain Man,1988,Drama,?,Livre,133,Barry Levinson,Sim,USA,25000000,Dustin Hoffman,Sim,8.0,Sim
1962,Driving Miss Daisy,1989,Drama,?,Livre,99,Bruce Beresford,Nao,USA,7500000,Morgan Freeman,Sim,7.4,Sim
1963,Take the Money and Run,1969,Comedy,?,M,85,Woody Allen,Sim,USA,1500000,Woody Allen,Nao,7.3,Nao
1964,Klute,1971,Drama,Mystery,R,114,Alan J. Pakula,Nao,USA,2500000,Jane Fonda,Sim,7.2,Sim
1965,Repo Man,1984,Sci+AC0-Fi,Comedy,?,92,Alex Cox,Nao,USA,1500000,Harry Dean Stanton,Nao,6.9,Nao
1966,Metropolitan,1990,Comedy,?,?,98,Whit Stillman,Nao,USA,225000,Carolyn Farina,Nao,7.5,Nao
1967,Labyrinth,1986,Family,Adventure,?,101,Jim Henson,Nao,UK,25000000,David Bowie,Nao,7.4,Nao
1968,Breakfast Club,1985,Drama,Comedy,14,97,John Hughes,Nao,USA,1000000,Emilio Estevez,Nao,7.9,Nao
1974,Lost Weekend,1945,Drama,?,18,95,Sean S. Cunningham,Nao,USA,550000,Betsy Palmer,Nao,6.5,Nao
1974,Lost Weekend,1945,Drama,?,?,101,Billy Wilder,Sim,USA,1250000,Ray Milland,Sim,8.0,Sim
1974,Friday the 13th,1980,Horror,?,18,95,Sean S. Cunningham,Nao,USA,550000,Betsy Palmer,Nao,6.5,Nao
1974,Friday the 13th,1980,Horror,?,?,101,Billy Wilder,Sim,USA,1250000,Ray Milland,Sim,8.0,Sim
1976,Friday the 13th Part 3: 3D,1982,Horror,?,14,95,Steve Miner,Nao,USA,2300000,Dana Kimmell,Nao,5.7,Nao
1982,Halloween,1978,Horror,?,16,91,John Carpenter,Nao,USA,300000,Donald Pleasence,Nao,7.9,Nao
1983,Halloween II,1981,Horror,?,16,92,Rick Rosenthal,Nao,USA,2500000,Jamie Lee Curtis,Nao,6.6,Nao
1984,Halloween III: Season of the Witch,1983,Horror,?,?,98,Tommy Lee Wallace,Nao,USA,2500000,Tom Atkins,Nao,4.6,Nao
1985,Halloween 4: The Return of Michael Myers,1988,Horror,?,?,88,Dwight H. Little,Nao,USA,5000000,Donald Pleasence,Nao,5.9,Nao
1986,Halloween 5: The Revenge of Michael Myers,1989,Horror,?,?,96,Dominique Othenin+AC0-Girard,Nao,USA,3000000,Donald Pleasence,Nao,5.2,Nao
1991,Child's Play,1988,Horror,?,?,87,Tom Holland,Nao,USA,9000000,Catherine Hicks,Nao,6.5,Nao
1994,Poltergeist,1982,Horror,Thriller,14,114,Tobe Hooper,Nao,USA,10700000,JoBeth Williams,Nao,7.4,Nao
1997,Exorcist,1973,Horror,?,18,122,William Friedkin,Sim,USA,12000000,Ellen Burstyn,Sim,8.0,Sim
2000,Lethal Weapon,1987,Drama,Action,18,110,Richard Donner,Nao,USA,15000000,Mel Gibson,Nao,7.6,Nao
2001,Lethal Weapon 2,1989,Drama,Action,16,114,Richard Donner,Nao,USA,28000000,Mel Gibson,Nao,7.2,Nao
2002,Lethal Weapon 3,1992,Drama,Action,Rated R for violence and language,118,Richard Donner,Nao,USA,35000000,Mel Gibson,Nao,6.7,Nao
2003,Gremlins,1984,Horror,Comedy,?,106,Joe Dante,Nao,USA,11000000,Zach Galligan,Nao,7.2,Nao
2004,Gremlins 2: The New Batch,1990,Horror,Comedy,?,106,Joe Dante,Nao,USA,50000000,Zach Galligan,Nao,6.3,Nao
2005,Goonies,1985,Family,Adventure,Livre,114,Richard Donner,Nao,USA,19000000,Sean Astin,Nao,7.8,Nao
2006,Mask of Zorro,1998,Action,Adventure,12,136,Martin Campbell,Nao,USA,65000000,Antonio Banderas,Nao,6.7,Nao
2009,Soylent Green,1973,Sci+AC0-Fi,Thriller,?,97,Richard Fleischer,Nao,USA,?,Charlton Heston,Sim,7.1,Nao
2010,Metropolis,1927,Sci+AC0-Fi,?,?,153,Fritz Lang,Nao,Germany,?,Brigitte Helm,Nao,8.3,Nao
2011,Back to the Future Part II,1989,Sci+AC0-Fi,Comedy,Livre,108,Robert Zemeckis,Sim,USA,40000000,Michael J. Fox,Nao,7.8,Nao
2012,Back to the Future Part III,1990,Sci+AC0-Fi,Western,Livre,118,Robert Zemeckis,Sim,USA,40000000,Michael J. Fox,Nao,7.4,Nao
2013,Poseidon Adventure,1972,Action,Adventure,Livre,117,Ronald Neame,Nao,USA,5000000,Gene Hackman,Sim,7.1,Sim
2017,Babes in Toyland,1961,Family,Musical,?,106,Jack Donohue,Nao,USA,?,Ray Bolger,Nao,6.3,Nao
2018,Bambi,1942,Animation,Family,Livre,70,James Algar,Nao,USA,?,Hardie Albright,Nao,7.3,Nao
2020,Dangerous Liaisons,1988,Drama,Romance,?,119,Stephen Frears,Nao,USA,14000000,Glenn Close,Nao,7.7,Sim
2021,Dune,1984,Sci+AC0-Fi,Fantasy,14,137,David Lynch,Nao,USA,40000000,Kyle MacLachlan,Nao,6.6,Nao
2023,Godfather: Part III,1990,Drama,Action,14,162,Francis Ford Coppola,Sim,USA,54000000,Al Pacino,Sim,7.6,Nao
2028,Saving Private Ryan,1998,Drama,War,14,169,Steven Spielberg,Sim,USA,70000000,Tom Hanks,Sim,8.6,Sim
2029,Billy's Hollywood Screen Kiss,1998,Comedy,Romance,Rated R for languagesome sexuality and drug content,92,Tommy O'Haver,Nao,USA,?,Brad Rowe,Nao,7.1,Nao
2043,Darby O'Gill and the Little People,1959,Family,Adventure,?,93,Robert Stevenson,Nao,USA,?,Albert Sharpe,Nao,7.1,Nao
2046,Flight of the Navigator,1986,Family,Adventure,?,90,Randal Kleiser,Nao,USA,9000000,Joey Cramer,Nao,6.9,Nao
2054,Honey,1989,Family,Adventure,?,93,Joe Johnston,Nao,USA,18000000,Rick Moranis,Nao,6.3,Nao
2058,Negotiator,1998,Action,Thriller,Rated R for violence and language,140,F. Gary Gray,Nao,Germany,50000000,Samuel L. Jackson,Nao,7.3,Nao
2064,Roger +ACY- Me,1989,Comedy,Documentary,?,91,Michael Moore,Nao,USA,160000,Michael Moore,Nao,7.5,Nao
2065,Purple Rose of Cairo,1985,Drama,Romance,12,82,Woody Allen,Sim,USA,15000000,Mia Farrow,Nao,7.7,Nao
2067,Doctor Zhivago,1965,Drama,Romance,Livre,197,David Lean,Sim,USA,11000000,Omar Sharif,Nao,8.0,Sim
